lm0_x,lm0_y,lm0_z,lm1_x,lm1_y,lm1_z,lm2_x,lm2_y,lm2_z,lm3_x,lm3_y,lm3_z,lm4_x,lm4_y,lm4_z,lm5_x,lm5_y,lm5_z,lm6_x,lm6_y,lm6_z,lm7_x,lm7_y,lm7_z,lm8_x,lm8_y,lm8_z,lm9_x,lm9_y,lm9_z,lm10_x,lm10_y,lm10_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm13_x,lm13_y,lm13_z,lm14_x,lm14_y,lm14_z,lm15_x,lm15_y,lm15_z,lm16_x,lm16_y,lm16_z,lm17_x,lm17_y,lm17_z,lm18_x,lm18_y,lm18_z,lm19_x,lm19_y,lm19_z,lm20_x,lm20_y,lm20_z,lm0_nx,lm0_ny,lm1_nx,lm1_ny,lm2_nx,lm2_ny,lm3_nx,lm3_ny,lm4_nx,lm4_ny,lm5_nx,lm5_ny,lm6_nx,lm6_ny,lm7_nx,lm7_ny,lm8_nx,lm8_ny,lm9_nx,lm9_ny,lm10_nx,lm10_ny,lm11_nx,lm11_ny,lm12_nx,lm12_ny,lm13_nx,lm13_ny,lm14_nx,lm14_ny,lm15_nx,lm15_ny,lm16_nx,lm16_ny,lm17_nx,lm17_ny,lm18_nx,lm18_ny,lm19_nx,lm19_ny,lm20_nx,lm20_ny,dist_thumb_index,dist_index_middle,fingertip_mean,palm_size,frame_timestamp
0.7390026450157166,0.6281460523605347,-2.401644110250345e-07,0.8065765500068665,0.691459059715271,-0.04079446569085121,0.8661491870880127,0.7731801867485046,-0.08481285721063614,0.8874584436416626,0.827173113822937,-0.12327754497528076,0.9027140140533447,0.8429759740829468,-0.16408193111419678,0.8446354866027832,0.7529909610748291,-0.1178784891963005,0.8532882928848267,0.9303731322288513,-0.16207416355609894,0.836681604385376,0.9298844933509827,-0.1938786655664444,0.8274246454238892,0.9090547561645508,-0.2134624719619751,0.7808710932731628,0.7406561374664307,-0.11547219753265381,0.7799495458602905,0.8999824523925781,-0.1447087973356247,0.7705889344215393,0.8532441854476929,-0.15438762307167053,0.7694031000137329,0.8047624826431274,-0.16796866059303284,0.7174133062362671,0.7308736443519592,-0.11096067726612091,0.713688850402832,0.848591148853302,-0.13945633172988892,0.7120003700256348,0.7951100468635559,-0.13841456174850464,0.717120885848999,0.7430710792541504,-0.1386013627052307,0.6519468426704407,0.7314323782920837,-0.11005554348230362,0.6427185535430908,0.8016147017478943,-0.13370449841022491,0.6418977975845337,0.7623032927513123,-0.1295813024044037,0.6483126878738403,0.7177515029907227,-0.1262769252061844,0.0,0.0,0.0675739049911499,0.06331300735473633,0.12714654207229614,0.14503413438796997,0.14845579862594604,0.19902706146240234,0.16371136903762817,0.2148299217224121,0.10563284158706665,0.12484490871429443,0.11428564786911011,0.30222707986831665,0.09767895936965942,0.301738440990448,0.08842200040817261,0.2809087038040161,0.04186844825744629,0.112510085105896,0.040946900844573975,0.27183640003204346,0.031586289405822754,0.2250981330871582,0.030400454998016357,0.17661643028259277,-0.021589338779449463,0.10272759199142456,-0.02531379461288452,0.22044509649276733,-0.027002274990081787,0.16696399450302124,-0.02188175916671753,0.11492502689361572,-0.08705580234527588,0.10328632593154907,-0.09628409147262573,0.17346864938735962,-0.09710484743118286,0.1341572403907776,-0.09068995714187622,0.08960545063018799,0.10017432041202055,0.11934562433558343,0.19765777543565255,0.19389091260831584,1763457914.0679226
0.6522548198699951,1.0872259140014648,6.548404485329229e-07,0.5947656631469727,1.0600121021270752,-0.03675159439444542,0.542508065700531,1.0097553730010986,-0.06470493227243423,0.4905959367752075,0.9705221652984619,-0.08890644460916519,0.44077974557876587,0.9404953122138977,-0.11404576152563095,0.6057685613632202,0.8666849136352539,-0.05072936788201332,0.5942975878715515,0.7640716433525085,-0.07806568592786789,0.5897084474563599,0.6955513954162598,-0.09933867305517197,0.5905211567878723,0.6398545503616333,-0.11452244967222214,0.6557755470275879,0.8620921969413757,-0.053480397909879684,0.6535434126853943,0.7484544515609741,-0.07539127767086029,0.6524189114570618,0.67325359582901,-0.09413876384496689,0.6560726761817932,0.61224365234375,-0.10795975476503372,0.7023546099662781,0.8842436671257019,-0.05944336578249931,0.7095386385917664,0.7760125994682312,-0.08359743654727936,0.7118442058563232,0.7064058184623718,-0.10033241659402847,0.7152633666992188,0.6482776403427124,-0.11208999902009964,0.7429189085960388,0.9256057739257812,-0.06777100265026093,0.7714115381240845,0.8569806218147278,-0.09321285039186478,0.7887808680534363,0.8092601895332336,-0.10317494720220566,0.8025094270706177,0.7666501402854919,-0.10839809477329254,0.0,0.0,-0.05748915672302246,-0.02721381187438965,-0.10974675416946411,-0.07747054100036621,-0.1616588830947876,-0.11670374870300293,-0.21147507429122925,-0.14673060178756714,-0.0464862585067749,-0.22054100036621094,-0.057957231998443604,-0.3231542706489563,-0.06254637241363525,-0.3916745185852051,-0.0617336630821228,-0.44737136363983154,0.0035207271575927734,-0.2251337170600891,0.00128859281539917,-0.3387714624404907,0.0001640915870666504,-0.41397231817245483,0.0038178563117980957,-0.47498226165771484,0.05009979009628296,-0.20298224687576294,0.05728381872177124,-0.31121331453323364,0.059589385986328125,-0.380820095539093,0.06300854682922363,-0.43894827365875244,0.0906640887260437,-0.1616201400756836,0.11915671825408936,-0.23024529218673706,0.13652604818344116,-0.2779657244682312,0.15025460720062256,-0.3205757737159729,0.33586806623733173,0.07112920204954881,0.39629817901058234,0.14927118115516658,1763457914.1437685
0.6579487919807434,1.0354934930801392,5.498153541338979e-07,0.583575427532196,0.9882608652114868,-0.01798871159553528,0.5274965167045593,0.9183134436607361,-0.02397960051894188,0.48362672328948975,0.8678731322288513,-0.030424021184444427,0.4401543140411377,0.8419245481491089,-0.03641780838370323,0.5925243496894836,0.7652992010116577,0.01260035578161478,0.5750817060470581,0.6737860441207886,0.008606260642409325,0.5680925250053406,0.6168098449707031,-0.0028019591700285673,0.5640958547592163,0.5650657415390015,-0.014107588678598404,0.636282205581665,0.7521888017654419,0.0082591213285923,0.6281939744949341,0.651882529258728,0.008196581155061722,0.6255581974983215,0.5905480980873108,-0.0019174690824002028,0.6241041421890259,0.5404804944992065,-0.011598041281104088,0.6785194277763367,0.7642045021057129,-0.001299128751270473,0.6788033246994019,0.6711320877075195,-0.006589677184820175,0.6781690120697021,0.6155672073364258,-0.017524156719446182,0.675926685333252,0.5654570460319519,-0.027140028774738312,0.720820963382721,0.7965365648269653,-0.013783497735857964,0.741119921207428,0.7314914464950562,-0.0201890766620636,0.7509233355522156,0.6890053749084473,-0.024651072919368744,0.758116602897644,0.6467827558517456,-0.02888324111700058,0.0,0.0,-0.07437336444854736,-0.047232627868652344,-0.13045227527618408,-0.11718004941940308,-0.17432206869125366,-0.16762036085128784,-0.2177944779396057,-0.19356894493103027,-0.06542444229125977,-0.27019429206848145,-0.0828670859336853,-0.3617074489593506,-0.08985626697540283,-0.41868364810943604,-0.0938529372215271,-0.4704277515411377,-0.02166658639907837,-0.28330469131469727,-0.029754817485809326,-0.38361096382141113,-0.032390594482421875,-0.44494539499282837,-0.03384464979171753,-0.4950129985809326,0.02057063579559326,-0.27128899097442627,0.020854532718658447,-0.36436140537261963,0.02022022008895874,-0.4199262857437134,0.017977893352508545,-0.47003644704818726,0.06287217140197754,-0.23895692825317383,0.08317112922668457,-0.304002046585083,0.09297454357147217,-0.3464881181716919,0.10016781091690063,-0.38871073722839355,0.3033353001434947,0.06484927857938272,0.4278077305245356,0.13204466662187328,1763457914.1682594
0.6602547764778137,1.0078763961791992,3.7620003467964125e-07,0.5950006246566772,0.9687403440475464,-0.018062368035316467,0.5374520421028137,0.9057886600494385,-0.026427611708641052,0.4921237826347351,0.8611111640930176,-0.03549453616142273,0.4512832760810852,0.841585099697113,-0.04467029869556427,0.5947933197021484,0.7577056884765625,0.001224816543981433,0.5782383680343628,0.6675901412963867,-0.00818474031984806,0.5718372464179993,0.6141631603240967,-0.020944183692336082,0.5681408047676086,0.5680012106895447,-0.032498374581336975,0.636569082736969,0.747848629951477,-0.004729690030217171,0.6293639540672302,0.6461474895477295,-0.009869582951068878,0.626110315322876,0.5881472826004028,-0.02074596844613552,0.6240745782852173,0.5420973300933838,-0.031300000846385956,0.6790163516998291,0.759518027305603,-0.01535697653889656,0.6813876628875732,0.6649326086044312,-0.02465319260954857,0.6797044277191162,0.6111878752708435,-0.03495537489652634,0.676235556602478,0.5644654035568237,-0.0446435771882534,0.722032904624939,0.7893877029418945,-0.02869158424437046,0.7448083162307739,0.7239978313446045,-0.038388174027204514,0.7564188241958618,0.6822113394737244,-0.04331589117646217,0.7655441761016846,0.642021656036377,-0.048289574682712555,0.0,0.0,-0.06525415182113647,-0.03913605213165283,-0.122802734375,-0.10208773612976074,-0.1681309938430786,-0.14676523208618164,-0.20897150039672852,-0.16629129648208618,-0.06546145677566528,-0.2501707077026367,-0.08201640844345093,-0.3402862548828125,-0.08841753005981445,-0.39371323585510254,-0.09211397171020508,-0.43987518548965454,-0.023685693740844727,-0.26002776622772217,-0.030890822410583496,-0.3617289066314697,-0.034144461154937744,-0.4197291135787964,-0.036180198192596436,-0.46577906608581543,0.01876157522201538,-0.2483583688735962,0.02113288640975952,-0.34294378757476807,0.01944965124130249,-0.3966885209083557,0.015980780124664307,-0.4434109926223755,0.061778128147125244,-0.2184886932373047,0.0845535397529602,-0.2838785648345947,0.0961640477180481,-0.32566505670547485,0.10528939962387085,-0.36585474014282227,0.2974959265859402,0.06164087969731855,0.4016126136108643,0.13112460490657551,1763457914.196993
0.6655550599098206,0.9997526407241821,3.5820809785036545e-07,0.5980994701385498,0.9627866744995117,-0.016417235136032104,0.5422044992446899,0.8980386853218079,-0.021449808031320572,0.49695974588394165,0.855033814907074,-0.027302218601107597,0.4560732841491699,0.8358849287033081,-0.033115845173597336,0.6016706824302673,0.7529782652854919,0.008496477268636227,0.5846764445304871,0.6651458740234375,0.0029238597489893436,0.5776406526565552,0.6135055422782898,-0.007544863037765026,0.5730257034301758,0.5691291093826294,-0.01757766678929329,0.6421992778778076,0.7445117831230164,0.0028013470582664013,0.6341986656188965,0.6462299823760986,0.0011900707613676786,0.6302545070648193,0.5897990465164185,-0.00791402067989111,0.62734454870224,0.5446237325668335,-0.016898971050977707,0.6833157539367676,0.756624698638916,-0.007791463285684586,0.6856818199157715,0.6654822826385498,-0.014716560021042824,0.6850512027740479,0.6124526262283325,-0.024708615615963936,0.6821721792221069,0.5646807551383972,-0.033954765647649765,0.725008487701416,0.7852959632873535,-0.021008146926760674,0.7464377880096436,0.7208110094070435,-0.029457498341798782,0.757830023765564,0.6809844970703125,-0.03417953476309776,0.766754686832428,0.6420770883560181,-0.038860999047756195,0.0,0.0,-0.06745558977127075,-0.03696596622467041,-0.12335056066513062,-0.10171395540237427,-0.1685953140258789,-0.14471882581710815,-0.20948177576065063,-0.16386771202087402,-0.06388437747955322,-0.24677437543869019,-0.0808786153793335,-0.33460676670074463,-0.08791440725326538,-0.38624709844589233,-0.09252935647964478,-0.43062353134155273,-0.02335578203201294,-0.25524085760116577,-0.03135639429092407,-0.3535226583480835,-0.03530055284500122,-0.40995359420776367,-0.038210511207580566,-0.45512890815734863,0.01776069402694702,-0.2431279420852661,0.020126760005950928,-0.3342703580856323,0.019496142864227295,-0.3873000144958496,0.016617119312286377,-0.4350718855857849,0.05945342779159546,-0.2144566774368286,0.080882728099823,-0.27894163131713867,0.09227496385574341,-0.31876814365386963,0.10119962692260742,-0.35767555236816406,0.29126712055624604,0.05959069092211131,0.3940498131714548,0.12750156004239055,1763457914.2376792
0.6697692275047302,0.9902100563049316,3.5983399016004114e-07,0.6040902733802795,0.9564124345779419,-0.018191764131188393,0.5484853982925415,0.8918949365615845,-0.02466684766113758,0.5027039051055908,0.849104106426239,-0.0315948948264122,0.46114271879196167,0.8311705589294434,-0.038399457931518555,0.6049157977104187,0.7486056089401245,0.004733429756015539,0.5867206454277039,0.6634835600852966,-0.0017425105907022953,0.5791308879852295,0.6127689480781555,-0.012646929360926151,0.5744720697402954,0.5689294338226318,-0.02308339811861515,0.6446443200111389,0.7387886047363281,-0.00018645788077265024,0.63530033826828,0.6435520648956299,-0.002981995465233922,0.6309723854064941,0.5885438919067383,-0.012757259421050549,0.6279879212379456,0.5442014932632446,-0.02229834347963333,0.6848915815353394,0.7500935792922974,-0.009865986183285713,0.6864092350006104,0.6609593629837036,-0.018202180042862892,0.685740053653717,0.6099448204040527,-0.028920983895659447,0.6826547980308533,0.5644562840461731,-0.03852309286594391,0.7255570888519287,0.7780798077583313,-0.02217720076441765,0.7469833493232727,0.7144816517829895,-0.031999826431274414,0.7588456273078918,0.6761693954467773,-0.03760097920894623,0.767706036567688,0.6394018530845642,-0.0427732840180397,0.0,0.0,-0.06567895412445068,-0.033797621726989746,-0.12128382921218872,-0.09831511974334717,-0.1670653223991394,-0.14110594987869263,-0.20862650871276855,-0.15903949737548828,-0.06485342979431152,-0.24160444736480713,-0.08304858207702637,-0.326726496219635,-0.09063833951950073,-0.3774411082267761,-0.09529715776443481,-0.4212806224822998,-0.02512490749359131,-0.2514214515686035,-0.034468889236450195,-0.34665799140930176,-0.038796842098236084,-0.40166616439819336,-0.04178130626678467,-0.446008563041687,0.01512235403060913,-0.24011647701263428,0.016640007495880127,-0.329250693321228,0.015970826148986816,-0.3802652359008789,0.012885570526123047,-0.42575377225875854,0.055787861347198486,-0.21213024854660034,0.07721412181854248,-0.27572840452194214,0.08907639980316162,-0.3140406608581543,0.09793680906295776,-0.35080820322036743,0.28568155257849076,0.05895267089646686,0.3864780213321192,0.12418957091586139,1763457914.2682421
0.6717050075531006,0.9790717363357544,3.7162885746511165e-07,0.6070274114608765,0.9489755034446716,-0.018246227875351906,0.5516195297241211,0.8856726288795471,-0.024816643446683884,0.5055664777755737,0.842419445514679,-0.03170951455831528,0.4629822373390198,0.8255608677864075,-0.03850659728050232,0.6056146621704102,0.7417920231819153,0.004704916849732399,0.586667537689209,0.6579664349555969,-0.000656990974675864,0.5788676142692566,0.6081186532974243,-0.010725981555879116,0.5740591883659363,0.5649245977401733,-0.020793313160538673,0.6450415849685669,0.7306466698646545,0.00019209507445339113,0.6353211402893066,0.6365659236907959,-0.0014177834382280707,0.6307610273361206,0.5824232697486877,-0.010251101106405258,0.6274206638336182,0.5385879874229431,-0.01942843198776245,0.6847049593925476,0.7408917546272278,-0.008980936370790005,0.6851541996002197,0.6525049209594727,-0.016050782054662704,0.6832166910171509,0.6034102439880371,-0.026133520528674126,0.679143488407135,0.5595024824142456,-0.03580041229724884,0.7242724895477295,0.7677747011184692,-0.020807867869734764,0.744265079498291,0.7063868045806885,-0.030101265758275986,0.7554641366004944,0.6691113710403442,-0.03586563467979431,0.7643836736679077,0.6328271627426147,-0.0414157398045063,0.0,0.0,-0.06467759609222412,-0.030096232891082764,-0.12008547782897949,-0.09339910745620728,-0.16613852977752686,-0.13665229082107544,-0.2087227702140808,-0.15351086854934692,-0.06609034538269043,-0.2372797131538391,-0.0850374698638916,-0.32110530138015747,-0.092837393283844,-0.3709530830383301,-0.0976458191871643,-0.41414713859558105,-0.02666342258453369,-0.24842506647109985,-0.036383867263793945,-0.3425058126449585,-0.04094398021697998,-0.39664846658706665,-0.04428434371948242,-0.4404837489128113,0.012999951839447021,-0.2381799817085266,0.01344919204711914,-0.32656681537628174,0.011511683464050293,-0.3756614923477173,0.007438480854034424,-0.4195692539215088,0.052567481994628906,-0.21129703521728516,0.07256007194519043,-0.2726849317550659,0.0837591290473938,-0.30996036529541016,0.09267866611480713,-0.34624457359313965,0.2833184680056164,0.05950684084279431,0.38107436156228713,0.12146925351981218,1763457914.3019564
0.6702473163604736,0.9709534049034119,3.853073167192633e-07,0.6065001487731934,0.9398611187934875,-0.018273837864398956,0.5520133972167969,0.8781002163887024,-0.02386472374200821,0.5060217976570129,0.8376214504241943,-0.029755733907222748,0.4643450081348419,0.8202323913574219,-0.03559300675988197,0.6045874357223511,0.7360072731971741,0.00732572702690959,0.5861761569976807,0.653555154800415,0.0032554888166487217,0.5779765248298645,0.6044099926948547,-0.006144038867205381,0.5724283456802368,0.5616292953491211,-0.0158242117613554,0.6433786153793335,0.7258575558662415,0.0030775100458413363,0.6333125829696655,0.6328486204147339,0.0024126979988068342,0.6282089352607727,0.5784916877746582,-0.006232020910829306,0.6239873170852661,0.5353963971138,-0.01529097743332386,0.6820900440216064,0.7364258766174316,-0.006076572462916374,0.6825944185256958,0.6501926183700562,-0.012854855507612228,0.6802429556846619,0.6014595627784729,-0.023556848987936974,0.6753926277160645,0.5578283071517944,-0.033591270446777344,0.7202515602111816,0.7625669240951538,-0.017884939908981323,0.7402133345603943,0.7025355100631714,-0.027367690578103065,0.7516429424285889,0.6654676198959351,-0.03381048142910004,0.7608024477958679,0.6289935111999512,-0.03990912064909935,0.0,0.0,-0.06374716758728027,-0.031092286109924316,-0.11823391914367676,-0.09285318851470947,-0.1642255187034607,-0.13333195447921753,-0.2059023082256317,-0.15072101354599,-0.06565988063812256,-0.2349461317062378,-0.08407115936279297,-0.3173982501029968,-0.09227079153060913,-0.36654341220855713,-0.09781897068023682,-0.40932410955429077,-0.026868700981140137,-0.2450958490371704,-0.036934733390808105,-0.338104784488678,-0.04203838109970093,-0.39246171712875366,-0.04625999927520752,-0.4355570077896118,0.011842727661132812,-0.23452752828598022,0.012347102165222168,-0.3207607865333557,0.009995639324188232,-0.36949384212493896,0.00514531135559082,-0.41312509775161743,0.05000424385070801,-0.20838648080825806,0.06996601819992065,-0.2684178948402405,0.08139562606811523,-0.3054857850074768,0.09055513143539429,-0.3419598937034607,0.28028123219372036,0.05784887623946846,0.37618648239602787,0.11867436433194092,1763457914.3176463
0.6631991863250732,0.9659959077835083,3.5322801750226063e-07,0.6016771197319031,0.934316098690033,-0.01705719716846943,0.5491726398468018,0.8730615377426147,-0.02172163873910904,0.5051947236061096,0.8333739042282104,-0.02667231112718582,0.46523231267929077,0.8173660039901733,-0.03173315152525902,0.6026455760002136,0.7335636615753174,0.0068366192281246185,0.585555374622345,0.6525717377662659,0.002402182435616851,0.577449381351471,0.6041056513786316,-0.007015787530690432,0.5715763568878174,0.5621647238731384,-0.016444547101855278,0.6410683989524841,0.7248647212982178,0.0025309815537184477,0.6320286989212036,0.633270263671875,0.0014860834926366806,0.6269382834434509,0.579857587814331,-0.00735048484057188,0.6222754120826721,0.5368146300315857,-0.016327671706676483,0.6789020299911499,0.7358062267303467,-0.006352619268000126,0.6803708076477051,0.6512461304664612,-0.013144535943865776,0.6778833270072937,0.6031001806259155,-0.023534703999757767,0.6727425456047058,0.5604144334793091,-0.033079590648412704,0.7159036993980408,0.7617521286010742,-0.01769769936800003,0.7357428073883057,0.7032586932182312,-0.026580242440104485,0.7473509311676025,0.6661533117294312,-0.03236905112862587,0.756749153137207,0.6299939751625061,-0.03786609321832657,0.0,0.0,-0.061522066593170166,-0.03167980909347534,-0.11402654647827148,-0.09293437004089355,-0.15800446271896362,-0.13262200355529785,-0.19796687364578247,-0.14862990379333496,-0.06055361032485962,-0.23243224620819092,-0.07764381170272827,-0.31342417001724243,-0.0857498049736023,-0.3618902564048767,-0.09162282943725586,-0.4038311839103699,-0.02213078737258911,-0.24113118648529053,-0.03117048740386963,-0.3327256441116333,-0.036260902881622314,-0.38613831996917725,-0.04092377424240112,-0.4291812777519226,0.01570284366607666,-0.23018968105316162,0.017171621322631836,-0.3147497773170471,0.014684140682220459,-0.3628957271575928,0.009543359279632568,-0.4055814743041992,0.05270451307296753,-0.20424377918243408,0.07254362106323242,-0.2627372145652771,0.0841517448425293,-0.29984259605407715,0.09354996681213379,-0.3360019326210022,0.27647196804015844,0.056683520139688366,0.3694499658905096,0.11671329054079325,1763457914.3531423
0.6625129580497742,0.9613422751426697,3.5538548104341317e-07,0.6005304455757141,0.9317296743392944,-0.018077949061989784,0.5487123727798462,0.8725326061248779,-0.024267075583338737,0.5050902366638184,0.8324428796768188,-0.030769404023885727,0.4646502137184143,0.815540611743927,-0.03733929246664047,0.6002671122550964,0.7357232570648193,0.004559807013720274,0.5827913284301758,0.6561764478683472,-0.0015849624760448933,0.5748186111450195,0.6080470085144043,-0.011927850544452667,0.5693163275718689,0.5661872029304504,-0.02165694534778595,0.637550413608551,0.7251465916633606,0.0005997329717501998,0.6281231641769409,0.6342845559120178,-0.0013933071168139577,0.6233804821968079,0.5817269086837769,-0.009744747541844845,0.619476854801178,0.5391044616699219,-0.017990700900554657,0.6747822165489197,0.7346454858779907,-0.008005887269973755,0.6748232841491699,0.6495358943939209,-0.015483258292078972,0.6718370914459229,0.6015956401824951,-0.02483961544930935,0.6671181321144104,0.5594263076782227,-0.033251285552978516,0.7116153836250305,0.7595665454864502,-0.019238431006669998,0.7313092350959778,0.7023859024047852,-0.028729580342769623,0.7430888414382935,0.6657450795173645,-0.03418504074215889,0.7532036900520325,0.6301208138465881,-0.038963280618190765,0.0,0.0,-0.06198251247406006,-0.029612600803375244,-0.11380058526992798,-0.08880966901779175,-0.1574227213859558,-0.12889939546585083,-0.19786274433135986,-0.14580166339874268,-0.062245845794677734,-0.22561901807785034,-0.07972162961959839,-0.3051658272743225,-0.08769434690475464,-0.3532952666282654,-0.09319663047790527,-0.39515507221221924,-0.024962544441223145,-0.23619568347930908,-0.03438979387283325,-0.32705771923065186,-0.03913247585296631,-0.3796153664588928,-0.04303610324859619,-0.4222378134727478,0.012269258499145508,-0.22669678926467896,0.012310326099395752,-0.3118063807487488,0.009324133396148682,-0.35974663496017456,0.0046051740646362305,-0.401915967464447,0.04910242557525635,-0.20177572965621948,0.06879627704620361,-0.2589563727378845,0.08057588338851929,-0.2955971956253052,0.0906907320022583,-0.33122146129608154,0.2704295062970849,0.057004853881989684,0.36431142216204776,0.11387247226537921,1763457914.3966348
