lm0_x,lm0_y,lm0_z,lm1_x,lm1_y,lm1_z,lm2_x,lm2_y,lm2_z,lm3_x,lm3_y,lm3_z,lm4_x,lm4_y,lm4_z,lm5_x,lm5_y,lm5_z,lm6_x,lm6_y,lm6_z,lm7_x,lm7_y,lm7_z,lm8_x,lm8_y,lm8_z,lm9_x,lm9_y,lm9_z,lm10_x,lm10_y,lm10_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm13_x,lm13_y,lm13_z,lm14_x,lm14_y,lm14_z,lm15_x,lm15_y,lm15_z,lm16_x,lm16_y,lm16_z,lm17_x,lm17_y,lm17_z,lm18_x,lm18_y,lm18_z,lm19_x,lm19_y,lm19_z,lm20_x,lm20_y,lm20_z
0.7212253212928772,1.0302478075027466,8.068968782026786e-07,0.6478597521781921,1.020348072052002,-0.04744592308998108,0.5741482377052307,0.9659848809242249,-0.07581931352615356,0.50974041223526,0.919230580329895,-0.09916848689317703,0.4559439420700073,0.8709250688552856,-0.12270227819681168,0.6394421458244324,0.7931041717529297,-0.04849504679441452,0.6201475858688354,0.6814725399017334,-0.0765204206109047,0.6133556962013245,0.6023702621459961,-0.09999438375234604,0.6134260892868042,0.5398952960968018,-0.11714323610067368,0.6991977095603943,0.7771572470664978,-0.04796496033668518,0.6962971687316895,0.6497442722320557,-0.07035697996616364,0.6955810785293579,0.5661263465881348,-0.09093980491161346,0.6996893882751465,0.4978518486022949,-0.10662642121315002,0.7550957202911377,0.7902522683143616,-0.05259287357330322,0.76120525598526,0.6693740487098694,-0.07774338126182556,0.7670494318008423,0.5936803221702576,-0.09229829162359238,0.7722046375274658,0.5305233597755432,-0.10215220600366592,0.8061695098876953,0.8261411190032959,-0.06111956015229225,0.8293428421020508,0.7375614643096924,-0.08736816793680191,0.8429544568061829,0.6779854893684387,-0.09584282338619232,0.8528144359588623,0.6249967813491821,-0.09993795305490494
0.7110176086425781,1.0147998332977295,7.291760084626731e-07,0.6218450665473938,0.9828199148178101,-0.04781809076666832,0.539817214012146,0.9147021174430847,-0.07391297072172165,0.47269389033317566,0.8526498079299927,-0.09505514800548553,0.42191582918167114,0.794969916343689,-0.11363693326711655,0.6156833171844482,0.7173529863357544,-0.022519635036587715,0.5931496620178223,0.605950653553009,-0.038134463131427765,0.5863519906997681,0.5392394065856934,-0.05574960261583328,0.5859547853469849,0.4855051338672638,-0.0698036476969719,0.6766487956047058,0.7088139057159424,-0.017126915976405144,0.6717022061347961,0.5864128470420837,-0.02574199065566063,0.6714557409286499,0.5166478157043457,-0.037999752908945084,0.6756816506385803,0.46280360221862793,-0.04852890968322754,0.7339922189712524,0.7236830592155457,-0.019279159605503082,0.7370724678039551,0.6066859364509583,-0.032607994973659515,0.7368975877761841,0.5393315553665161,-0.041965071111917496,0.7381930351257324,0.47954532504081726,-0.04973888397216797,0.7905020713806152,0.7590770125389099,-0.026584621518850327,0.8104637861251831,0.6689571142196655,-0.04189808666706085,0.8207716941833496,0.6127138137817383,-0.04748903587460518,0.830148458480835,0.5566290616989136,-0.05086423456668854
0.6983315348625183,0.9923306703567505,6.537086392199853e-07,0.6065049767494202,0.9566295146942139,-0.036175310611724854,0.5200856924057007,0.8670752048492432,-0.051708705723285675,0.454739511013031,0.8025203347206116,-0.06456253677606583,0.3995359539985657,0.7602027058601379,-0.0757405087351799,0.5940955281257629,0.6717800498008728,-0.00816464051604271,0.5701318383216858,0.5599238872528076,-0.021929163485765457,0.5646733641624451,0.49554333090782166,-0.0396893285214901,0.5637257099151611,0.4436214864253998,-0.05394403263926506,0.6519750356674194,0.6565535664558411,-0.008093166165053844,0.6445897221565247,0.5228842496871948,-0.013599325902760029,0.6427938938140869,0.4458444118499756,-0.025609588250517845,0.6434890627861023,0.38747718930244446,-0.0364702008664608,0.7091307044029236,0.6698875427246094,-0.015095056034624577,0.7110909223556519,0.5468310117721558,-0.024439306929707527,0.711001992225647,0.476954847574234,-0.03431358188390732,0.7103099822998047,0.417267382144928,-0.04332539066672325,0.7658434510231018,0.7065407037734985,-0.02676016464829445,0.7852843999862671,0.6137339472770691,-0.037083595991134644,0.795117199420929,0.5580600500106812,-0.0405578538775444,0.8021553158760071,0.5065211653709412,-0.043499331921339035
0.6826663613319397,0.9584497213363647,6.018090061843395e-07,0.5897051095962524,0.9239882230758667,-0.03231393173336983,0.5041950941085815,0.833909809589386,-0.04350573569536209,0.4401658773422241,0.7693742513656616,-0.053299687802791595,0.3862091302871704,0.7268103361129761,-0.061264459043741226,0.5764138102531433,0.6367996335029602,0.004763640463352203,0.5518117547035217,0.5301060676574707,-0.0026485431008040905,0.5441932678222656,0.46702831983566284,-0.016313564032316208,0.5415395498275757,0.41312676668167114,-0.02859332039952278,0.6323660612106323,0.6219799518585205,0.003661727998405695,0.6226041316986084,0.49520236253738403,0.005527590401470661,0.619986891746521,0.42190277576446533,-0.0005060173571109772,0.6193123459815979,0.36592772603034973,-0.0076217916794121265,0.688596785068512,0.6343452334403992,-0.005281846970319748,0.6872519850730896,0.5159168243408203,-0.010635131038725376,0.6860849261283875,0.44978222250938416,-0.017006514593958855,0.6828739643096924,0.3914158344268799,-0.023788610473275185,0.7453296184539795,0.6675983667373657,-0.019130796194076538,0.7632964253425598,0.5790788531303406,-0.028570707887411118,0.7724275588989258,0.5273832678794861,-0.03178181126713753,0.778506875038147,0.4778698682785034,-0.034479379653930664
0.6800796985626221,0.9342445135116577,5.426593929769297e-07,0.5855263471603394,0.9008103609085083,-0.026473337784409523,0.49802732467651367,0.8095108270645142,-0.032822590321302414,0.4343104064464569,0.7435432076454163,-0.038945041596889496,0.38043200969696045,0.7063585519790649,-0.043343812227249146,0.5704987049102783,0.6144911050796509,0.013315851800143719,0.5461298823356628,0.5098341703414917,0.011172611266374588,0.5370470285415649,0.4466646909713745,0.0014037440996617079,0.5315931439399719,0.393909752368927,-0.009259507991373539,0.62419593334198,0.5972249507904053,0.009963905438780785,0.6126219034194946,0.4719746708869934,0.015211902558803558,0.6082472205162048,0.40002042055130005,0.011226204223930836,0.6052232980728149,0.34504902362823486,0.004998974036425352,0.6786671876907349,0.6086491942405701,-0.000945993815548718,0.6772553324699402,0.4896126389503479,-0.004792863968759775,0.6772233247756958,0.4241766333580017,-0.01230654027312994,0.6737514734268188,0.3667730391025543,-0.020718563348054886,0.733688235282898,0.641349196434021,-0.0162099190056324,0.754001259803772,0.5567880868911743,-0.025874238461256027,0.7643455266952515,0.50567626953125,-0.03148084878921509,0.7714825868606567,0.4562491178512573,-0.036632075905799866
0.6705006957054138,0.9132764935493469,5.53529957869614e-07,0.5791120529174805,0.8751317858695984,-0.029652424156665802,0.4944235682487488,0.7891124486923218,-0.041619446128606796,0.42986536026000977,0.7254031896591187,-0.05290103703737259,0.376659631729126,0.6855924129486084,-0.06254938244819641,0.5664457082748413,0.5917858481407166,0.0034531811252236366,0.5430943369865417,0.4871223270893097,-0.004844436887651682,0.5324816703796387,0.42390838265419006,-0.018166236579418182,0.525055468082428,0.3702743947505951,-0.031126799061894417,0.6203298568725586,0.5762379765510559,-0.000652312592137605,0.6087785959243774,0.4512447118759155,-0.002554657170549035,0.6035709381103516,0.379711389541626,-0.010873330757021904,0.5990307927131653,0.3201563358306885,-0.020061573013663292,0.6745295524597168,0.5889009833335876,-0.012142552994191647,0.673043429851532,0.47095662355422974,-0.022064493969082832,0.6718906760215759,0.40332481265068054,-0.031855709850788116,0.6664559841156006,0.34211090207099915,-0.0414360910654068,0.7288495302200317,0.6238779425621033,-0.027901610359549522,0.7496348023414612,0.5360872745513916,-0.04130760580301285,0.759998083114624,0.48000019788742065,-0.04813198000192642,0.7656034231185913,0.4250667095184326,-0.054156672209501266
0.6694464087486267,0.9015941619873047,5.65187633583264e-07,0.5767872333526611,0.8604534864425659,-0.02927568554878235,0.49092069268226624,0.7742933630943298,-0.04058706760406494,0.4261402487754822,0.7112712860107422,-0.051515594124794006,0.3743583559989929,0.6707751750946045,-0.06057826429605484,0.5654167532920837,0.5737261176109314,0.006307187490165234,0.5405128598213196,0.46634674072265625,-0.0002781483926810324,0.5305778980255127,0.4040616750717163,-0.012113961391150951,0.5240245461463928,0.35143420100212097,-0.023674719035625458,0.6196783781051636,0.5596128702163696,0.0018083002651110291,0.6088570356369019,0.4335661828517914,0.00264547485858202,0.6047772765159607,0.36265483498573303,-0.002971056615933776,0.600902259349823,0.30615416169166565,-0.00969519279897213,0.6743664741516113,0.573183000087738,-0.01046587061136961,0.6734850406646729,0.4546658396720886,-0.018389105796813965,0.6730771660804749,0.3884600102901459,-0.02567790076136589,0.6683217883110046,0.32862383127212524,-0.03293987736105919,0.7281184196472168,0.609504222869873,-0.027279676869511604,0.7478491067886353,0.5211918354034424,-0.04016450420022011,0.7578974962234497,0.4652026295661926,-0.045773766934871674,0.7641720771789551,0.4096252918243408,-0.050169236958026886
0.6676645874977112,0.894560694694519,5.259843192106928e-07,0.5746803283691406,0.8528010845184326,-0.03028273582458496,0.48709577322006226,0.7635387182235718,-0.04158540815114975,0.4212595820426941,0.6975471377372742,-0.05230255797505379,0.3696850836277008,0.6579835414886475,-0.06133626028895378,0.5666327476501465,0.5684858560562134,0.0049486164934933186,0.5406978726387024,0.4607129991054535,-0.0033351625315845013,0.530278742313385,0.39753586053848267,-0.0166956577450037,0.5241327285766602,0.34382161498069763,-0.029345089569687843,0.6210668683052063,0.5529652833938599,0.0008488052408210933,0.6091732978820801,0.42529040575027466,-0.0006559686153195798,0.6037728786468506,0.35272032022476196,-0.008642934262752533,0.5991408228874207,0.2945246398448944,-0.017276223748922348,0.6752119660377502,0.5650576949119568,-0.010989376343786716,0.675019383430481,0.4450457692146301,-0.020438741892576218,0.673505425453186,0.376544326543808,-0.029807906597852707,0.6678143739700317,0.3162984549999237,-0.03875172138214111,0.7282575964927673,0.6000228524208069,-0.02734793722629547,0.7494233250617981,0.5134291648864746,-0.04056284576654434,0.7594074606895447,0.45631730556488037,-0.047285083681344986,0.7652129530906677,0.4005879759788513,-0.05295487120747566
0.6654158234596252,0.8935907483100891,5.56694487841014e-07,0.5705075263977051,0.8499464988708496,-0.03077145479619503,0.48421624302864075,0.7604789137840271,-0.042297497391700745,0.41932469606399536,0.6938876509666443,-0.05321141704916954,0.36823970079421997,0.6508619785308838,-0.062042511999607086,0.5648007988929749,0.5599256753921509,0.009028222411870956,0.5408823490142822,0.4514316916465759,0.0036754647735506296,0.5316978693008423,0.38892441987991333,-0.008427536115050316,0.5262424945831299,0.33450546860694885,-0.020734569057822227,0.6197425127029419,0.5470991134643555,0.0052192602306604385,0.6088896989822388,0.4200432300567627,0.006521144881844521,0.60445636510849,0.34805333614349365,-0.0005449033342301846,0.6002640128135681,0.28887203335762024,-0.009027482010424137,0.6738561391830444,0.5612009167671204,-0.006668050307780504,0.6747239828109741,0.4422396421432495,-0.014098930172622204,0.6745269298553467,0.37403273582458496,-0.023343415930867195,0.669601321220398,0.31271591782569885,-0.03264927119016647,0.7272793054580688,0.5964088439941406,-0.023294197395443916,0.7494538426399231,0.5079384446144104,-0.03536609187722206,0.7604371905326843,0.4507061839103699,-0.042296599596738815,0.7669823169708252,0.3936655521392822,-0.048454415053129196
0.6632412075996399,0.8941845893859863,5.38479866918351e-07,0.5689656138420105,0.8488723635673523,-0.03153550624847412,0.48200124502182007,0.7592914700508118,-0.044141195714473724,0.41712045669555664,0.6916096806526184,-0.05589300021529198,0.3665887415409088,0.6465482115745544,-0.06564632058143616,0.5648366212844849,0.5587580800056458,0.004835749976336956,0.5406623482704163,0.4484342634677887,-0.0030035292729735374,0.5315349102020264,0.38500362634658813,-0.016613634303212166,0.5265477895736694,0.32926514744758606,-0.029829347506165504,0.6201772689819336,0.5463979840278625,0.0008852168102748692,0.6097384095191956,0.4190947711467743,-0.00038770216633565724,0.6062135696411133,0.3464620113372803,-0.009153971448540688,0.603563666343689,0.2856972813606262,-0.018914086744189262,0.6743050813674927,0.5610634684562683,-0.01095596607774496,0.6751388311386108,0.44278568029403687,-0.020088763907551765,0.6756947636604309,0.3748024106025696,-0.029946710914373398,0.6722457408905029,0.31323856115341187,-0.039734337478876114,0.727702260017395,0.5970147848129272,-0.027517355978488922,0.749500036239624,0.5086814761161804,-0.04031176120042801,0.7607488632202148,0.45145851373672485,-0.04727555066347122,0.7679593563079834,0.3945831060409546,-0.0535968542098999
